,depth,gr,d_res,s_res,den
785,119.634,5.5393,0.3358,0.3354,1.1879
786,119.7864,6.3988,0.3403,0.3336,1.1879
787,119.9388,5.5174,0.3374,0.3386,1.1884
788,120.0912,5.4318,0.3274,0.3464,1.1897
789,120.2436,4.9868,0.3247,0.3526,1.1945
790,120.396,6.2301,0.3309,0.3547,1.2047
791,120.5484,6.04,0.3328,0.3528,1.2113
792,120.7008,5.4685,0.329,0.348,1.2055
793,120.8532,5.1505,0.3302,0.3419,1.1938
794,121.0056,5.223,0.3325,0.3369,1.1968
795,121.158,5.5949,0.3365,0.3352,1.2169
796,121.3104,5.5898,0.3426,0.3382,1.227
797,121.4628,5.8382,0.3481,0.3447,1.2255
798,121.6152,5.6161,0.3435,0.3512,1.2268
799,121.7676,5.9918,0.3431,0.3538,1.2287
800,121.92,5.8013,0.3404,0.3518,1.223
801,122.0724,6.2719,0.3453,0.348,1.2208
802,122.2248,5.7283,0.3441,0.3458,1.2227
803,122.3772,5.8355,0.3552,0.3469,1.2289
804,122.5296,5.885,0.3577,0.3499,1.2275
805,122.682,6.3118,0.3558,0.3525,1.2288
806,122.8344,7.0348,0.3495,0.3528,1.234
807,122.9868,6.6554,0.3578,0.3511,1.2329
808,123.1392,6.9993,0.3629,0.3497,1.2329
809,123.2916,6.4985,0.3618,0.3506,1.2295
810,123.444,6.961,0.3553,0.354,1.2275
811,123.5964,5.9144,0.358,0.3581,1.2276
812,123.7488,5.8022,0.361,0.3613,1.2348
813,123.9012,6.3457,0.3547,0.3622,1.2432
814,124.0536,7.2701,0.3518,0.36,1.2463
815,124.206,7.5386,0.352,0.356,1.2519
816,124.3584,6.8294,0.356,0.3524,1.2573
817,124.5108,6.8342,0.3535,0.3512,1.2813
818,124.6632,6.0865,0.3517,0.3527,1.3011
819,124.8156,6.0743,0.3531,0.3559,1.3382
820,124.968,6.0522,0.3508,0.3574,1.3461
821,125.1204,6.7548,0.3443,0.3544,1.3424
822,125.2728,7.0509,0.3437,0.3476,1.332
823,125.4252,7.1205,0.3422,0.3408,1.3311
824,125.5776,6.6653,0.3501,0.337,1.3346
825,125.73,6.282,0.3517,0.3375,1.3358
826,125.8824,6.4316,0.3446,0.3412,1.3432
827,126.0348,6.8127,0.3409,0.3448,1.3559
828,126.1872,6.8088,0.3401,0.3456,1.3741
829,126.3396,6.3437,0.3401,0.3437,1.3807
830,126.492,5.962,0.3399,0.3406,1.3884
831,126.6444,5.9597,0.3405,0.3379,1.3902
832,126.7968,5.7546,0.3399,0.3368,1.4092
833,126.9492,5.7261,0.3404,0.3375,1.4399
834,127.1016,5.6241,0.3413,0.3393,1.4851
835,127.254,6.2607,0.3436,0.3414,1.5093
836,127.4064,6.2252,0.3451,0.343,1.5324
837,127.5588,6.6285,0.3457,0.3448,1.5545
838,127.7112,5.6332,0.3625,0.3481,1.5745
839,127.8636,5.8066,0.3762,0.3542,1.606
840,128.01600000000002,6.3089,0.3743,0.3613,1.6118
841,128.16840000000002,7.0906,0.3547,0.3658,1.636
842,128.32080000000002,6.978,0.3524,0.3652,1.6367
843,128.47320000000002,6.2877,0.3569,0.3615,1.6596
844,128.62560000000002,5.5692,0.378,0.3593,1.7066
845,128.77800000000002,6.0238,0.3799,0.3611,1.7051
846,128.93040000000002,6.453,0.3646,0.3654,1.7136
847,129.08280000000002,6.7433,0.3691,0.3699,1.6988
848,129.23520000000002,6.699,0.3829,0.3734,1.701
849,129.38760000000002,6.6787,0.3764,0.3759,1.7605
850,129.54000000000002,7.0186,0.372,0.3758,1.7894
851,129.69240000000002,6.7697,0.373,0.37,1.8437
852,129.84480000000002,6.0161,0.3422,0.3568,1.795
853,129.99720000000002,6.0225,0.3433,0.3404,1.7485
854,130.1496,5.4884,0.3378,0.329,1.7325
855,130.302,6.246,0.3487,0.3282,1.758
856,130.4544,5.3099,0.3615,0.3387,1.7902
857,130.6068,5.9369,0.3429,0.3552,1.7796
858,130.7592,5.668,0.3366,0.3675,1.7435
859,130.9116,6.5056,0.3436,0.3679,1.7401
860,131.064,7.0729,0.3443,0.3584,1.7561
861,131.2164,6.7914,0.3419,0.3465,1.7646
862,131.3688,6.8388,0.3361,0.3368,1.73
863,131.5212,6.3249,0.3451,0.3316,1.7071
864,131.6736,5.7801,0.3489,0.3317,1.688
865,131.826,6.1806,0.3503,0.3364,1.7218
866,131.9784,6.4601,0.3503,0.344,1.738
867,132.1308,7.947,0.3507,0.3519,1.7445
868,132.2832,7.6515,0.3469,0.3561,1.6607
869,132.4356,7.3149,0.3509,0.355,1.6622
870,132.588,6.3239,0.3426,0.35,1.6927
871,132.7404,5.8138,0.3435,0.3437,1.7736
872,132.8928,6.6728,0.3438,0.3384,1.7679
873,133.0452,7.2631,0.3417,0.336,1.7563
874,133.1976,7.43,0.3392,0.3374,1.7571
875,133.35,6.2211,0.3407,0.3415,1.7585
876,133.5024,5.4762,0.3411,0.3464,1.7758
877,133.6548,5.3168,0.3426,0.3497,1.7919
878,133.8072,5.5206,0.3419,0.3504,1.8101
879,133.9596,5.1183,0.3433,0.3491,1.8145
880,134.112,5.1737,0.3407,0.3469,1.8267
881,134.2644,4.7817,0.3403,0.344,1.8344
882,134.4168,5.3402,0.3304,0.3398,1.8245
883,134.5692,5.5328,0.3258,0.3335,1.7877
884,134.7216,5.6217,0.3258,0.3255,1.7526
885,134.874,5.5093,0.3315,0.3179,1.749
886,135.0264,5.3061,0.3286,0.3128,1.7686
887,135.1788,5.8752,0.3203,0.3115,1.7997
888,135.3312,6.2224,0.3324,0.3138,1.7841
889,135.4836,5.5739,0.3324,0.3189,1.7638
