,depth,gr,d_res,s_res,den,vp
1053,409.65120000000013,23.8908,1.8633,2.0156,1.7051,1.9828
1054,409.8036000000001,22.3786,1.9522,2.0977,1.7051,2.0849
1055,409.95600000000013,21.2621,2.084,2.1602,1.7529,2.3386
1056,410.1084000000001,20.1566,2.2618,2.3047,1.7871,2.3051
1057,410.26080000000013,20.7727,2.4844,2.5118,1.9814,2.3844
1058,410.4132000000001,19.3696,2.6953,2.6465,2.0664,2.3993
1059,410.56560000000013,19.302,2.789,2.6777,2.0273,2.3141
1060,410.7180000000001,20.9804,2.7324,2.6484,1.8789,2.2025
1061,410.87040000000013,23.0829,2.453,2.4394,1.8271,2.101
1062,411.0228000000001,24.9521,2.0917,2.0663,1.75,1.9479
1063,411.17520000000013,25.5468,1.8515,1.7392,1.6045,1.9253
1064,411.3276000000001,29.8577,1.665,1.5019,1.5166,1.9486
1065,411.48000000000013,31.7551,1.4638,1.3291,1.4785,1.9229
1066,411.6324000000001,33.0695,1.3076,1.2256,1.4775,1.8348
1067,411.78480000000013,32.0246,1.2305,1.1699,1.46,1.7905
1068,411.9372000000001,25.6229,1.1787,1.1367,1.3867,1.7377
1069,412.08960000000013,22.2716,1.1142,1.1279,1.3379,1.732
1070,412.2420000000001,20.5393,1.0644,1.1279,1.3154,1.8176
1071,412.39440000000013,24.3056,1.0449,1.124,1.3467,1.8332
1072,412.5468000000001,23.2986,1.041,1.1191,1.3252,1.7515
1073,412.69920000000013,24.575,1.0498,1.1133,1.2783,1.7877
1074,412.8516000000001,22.4793,1.0869,1.1104,1.2305,1.7347
1075,413.00400000000013,27.2946,1.1533,1.1191,1.2412,1.7553
1076,413.1564000000001,24.0928,1.2022,1.1387,1.2949,1.7816
1077,413.30880000000013,25.1581,1.2168,1.1504,1.3301,1.8473
1078,413.4612000000001,23.2277,1.208,1.1523,1.3281,1.8555
1079,413.61360000000013,27.9403,1.1504,1.1494,1.3018,1.8735
1080,413.7660000000001,21.5443,1.0547,1.1201,1.3057,1.835
1081,413.91840000000013,19.9675,0.9922,1.0107,1.3135,1.7752
1082,414.0708000000001,18.7529,0.9775,0.8848,1.2744,1.7047
1083,414.22320000000013,17.8191,0.9775,0.8325,1.2236,1.6754
1084,414.3756000000001,16.1989,0.9751,0.8276,1.1797,1.6938
1085,414.52800000000013,18.0795,0.9658,0.8413,1.1719,1.7303
1086,414.6804000000001,19.8373,0.9517,0.8936,1.1719,1.73
1087,414.83280000000013,17.5281,0.9429,0.9649,1.1689,1.7044
