,depth,gr,d_res,s_res,den,vp
491,74.8284,32.4121,3.3908,2.2319,1.3266,2.5657
492,74.9808,32.8425,2.7014,2.3378,1.3769,2.5657
493,75.1332,32.2196,2.8194,2.1239,1.5289,2.5657
494,75.2856,32.0163,2.944,1.9971,1.7735,2.5657
495,75.438,29.1999,3.103,2.1269,2.0151,2.5657
496,75.5904,26.2894,3.2255,2.5921,2.0143,2.5657
497,75.7428,21.9309,3.4004,3.386,1.9802,2.5657
498,75.8952,20.4935,3.6759,4.1256,1.966,2.5657
499,76.0476,20.6198,3.9229,4.2141,1.9931,2.5657
500,76.2,18.8867,4.0016,3.795,1.9826,2.5657
501,76.3524,16.5156,4.029,3.3635,1.9333,2.5657
502,76.5048,12.34,3.99,3.125,1.8952,2.6481
503,76.6572,10.7098,3.7329,3.0858,1.831,2.6997
504,76.8096,7.394,3.5739,3.1816,1.866,2.3321
505,76.962,8.1136,3.5592,3.3248,1.843,2.4576
506,77.1144,7.6519,3.5477,3.4182,1.9625,2.5112
507,77.2668,8.2739,3.4556,3.3917,1.9237,2.4933
508,77.4192,7.472,3.3482,3.2647,1.9589,2.4745
509,77.5716,8.4615,3.1523,3.1188,1.9694,2.4984
510,77.724,8.3164,3.1693,3.0115,1.9824,2.5128
511,77.8764,9.3616,3.3453,2.9553,1.9508,2.5097
512,78.0288,8.9924,3.3654,2.9386,1.9533,2.8261
513,78.1812,10.8939,3.1004,2.9352,1.9676,2.7861
514,78.3336,9.5756,2.8651,2.9096,1.9791,2.769
515,78.486,10.0155,2.7182,2.8417,2.0133,2.8099
516,78.6384,8.6631,2.706,2.7497,2.0136,2.7785
517,78.7908,9.8094,2.7778,2.677,2.0209,2.7722
518,78.9432,9.268,2.8212,2.6527,2.003,2.885
519,79.0956,8.5412,2.655,2.6671,2.0258,2.7899
520,79.248,7.5575,2.5436,2.6831,2.0338,2.8674
521,79.4004,7.8243,2.5515,2.6685,2.0392,2.8626
522,79.5528,7.0749,2.5708,2.6232,2.0346,2.6018
523,79.7052,6.036,2.5781,2.5727,2.0295,2.5787
524,79.8576,4.7343,2.5808,2.5401,2.0177,2.6815
525,80.01,5.448,2.6066,2.5408,2.0296,2.7443
526,80.1624,6.2163,2.9764,2.6062,2.0281,2.7142
527,80.3148,7.5355,3.45,2.7879,2.0483,2.7101
528,80.4672,7.507,3.6506,3.1068,2.0493,2.8398
529,80.6196,8.0385,3.526,3.4722,2.0592,2.7878
