,depth,gr,d_res,s_res,den
0,0.0279,16.8355,0.3533,0.3403,1.418
1,0.18030000000000002,16.8355,0.3988,0.3744,1.418
2,0.3327,26.6766,0.4673,0.4879,1.4111
3,0.48510000000000003,33.1487,0.4831,0.5503,1.393
4,0.6375000000000001,35.3581,0.541,0.5312,1.3873
5,0.7899,32.8559,0.5744,0.6017,1.386
6,0.9423000000000001,33.0509,0.5974,0.6056,1.3835
7,1.0947,35.9761,0.5981,0.6145,1.3761
8,1.2471,40.1682,0.5664,0.5836,1.3744
9,1.3995000000000002,40.5503,0.5645,0.5785,1.373
10,1.5519,42.898,0.5688,0.5707,1.3818
11,1.7043000000000001,43.9817,0.6017,0.6072,1.2983
12,1.8567000000000002,46.3347,0.7032,0.673,1.2761
13,2.0091,45.0478,0.6288,0.5965,1.2457
14,2.1614999999999998,44.2383,0.5972,0.6041,1.2978
15,2.3139,44.1153,0.6087,0.6108,1.2956
16,2.4663,44.4274,0.6257,0.6405,1.2967
17,2.6187,45.6751,0.6588,0.6691,1.2941
18,2.7711,46.0738,0.6301,0.6696,1.2994
19,2.9234999999999998,45.7171,0.6539,0.6517,1.3151
20,3.0759,43.8414,0.6816,0.6465,1.3493
21,3.2283,43.4277,0.6834,0.6474,1.3983
22,3.3807,44.3966,0.6688,0.6054,1.4533
23,3.5331,47.7646,0.6918,0.6533,1.4997
24,3.6855,49.1302,0.6982,0.7005,1.5164
25,3.8379,50.5738,0.8717,0.8047,1.503
26,3.9903,47.7586,0.8356,0.5981,1.4878
27,4.1427,46.6632,0.8432,0.6037,1.4906
28,4.2951,45.0343,0.7688,0.7311,1.5178
29,4.4475,44.0907,0.7107,0.583,1.523
30,4.5999,42.3676,0.7206,0.6477,1.5224
31,4.7523,40.4518,0.825,0.6939,1.515
32,4.9047,43.2287,0.7094,0.6809,1.5052
33,5.0571,47.5686,0.8239,0.8297,1.5047
34,5.2095,50.5438,0.7428,0.8997,1.4898
35,5.3619,50.6033,0.5932,0.624,1.4748
36,5.5143,51.9444,0.6997,0.6718,1.4599
37,5.6667000000000005,52.2716,0.7079,0.6815,1.4443
38,5.8191,51.0579,0.6666,0.6684,1.4391
39,5.9715,48.6249,0.6323,0.7633,1.4379
40,6.1239,49.0791,0.7473,0.6537,1.4377
41,6.2763,51.7159,0.5884,0.7123,1.4571
42,6.4287,54.0868,0.6413,0.599,1.4542
43,6.5811,55.1901,0.63,0.6308,1.4707
44,6.7335,56.4605,0.707,0.6534,1.4958
45,6.8859,55.5907,0.784,0.6715,1.4887
46,7.0383000000000004,54.5427,0.8017,0.9071,1.4032
47,7.1907000000000005,55.2834,0.9344,0.9666,1.2629
48,7.343100000000001,58.4889,1.1847,1.1345,1.1733
49,7.4955,55.8439,1.0127,1.1995,1.1351
50,7.6479,44.8225,0.9311,1.002,1.1436
51,7.8003,35.9444,0.7617,0.7738,1.1544
52,7.9527,30.6313,0.7702,0.737,1.1489
53,8.105100000000002,30.1334,0.7485,0.7215,1.132
54,8.2575,26.4575,0.7591,0.7175,1.1173
55,8.4099,23.5792,0.7238,0.655,1.1127
56,8.5623,20.5161,0.6675,0.5966,1.114
57,8.7147,18.8727,0.6649,0.5848,1.121
58,8.8671,18.2699,0.6697,0.5955,1.1143
59,9.0195,19.452,0.686,0.6427,1.1159
60,9.1719,19.2623,0.7064,0.64,1.1148
61,9.324300000000001,20.2574,0.7175,0.6677,1.11
62,9.476700000000001,19.8353,0.7702,0.7198,1.1028
63,9.629100000000001,19.3247,0.687,0.6562,1.093
64,9.781500000000001,19.0858,0.6354,0.5975,1.0906
65,9.933900000000001,18.7364,0.6057,0.581,1.0767
66,10.086300000000001,19.4147,0.6032,0.5704,1.0642
67,10.238700000000001,16.5487,0.6072,0.5643,1.0564
68,10.391100000000002,16.5576,0.6033,0.5692,1.052
69,10.543500000000002,15.3369,0.6044,0.5676,1.054
70,10.695900000000002,16.2861,0.5844,0.542,1.0574
71,10.848300000000002,16.8424,0.5685,0.52,1.0635
72,11.000700000000002,18.7721,0.5535,0.4932,1.0697
73,11.153100000000002,20.1778,0.5372,0.4334,1.0841
74,11.305500000000002,20.4179,0.5041,0.459,1.101
75,11.4579,18.4671,0.5772,0.5279,1.1218
76,11.6103,20.969,0.6019,0.558,1.1432
77,11.7627,21.4751,0.6025,0.5467,1.1644
78,11.9151,23.4292,0.6102,0.5413,1.1786
79,12.0675,21.0693,0.615,0.5454,1.1735
80,12.2199,20.2259,0.6162,0.553,1.1634
81,12.372300000000001,20.6331,0.628,0.5605,1.1514
82,12.524700000000001,22.8538,0.628,0.5598,1.164
83,12.677100000000001,23.9553,0.612,0.5527,1.2344
84,12.829500000000001,23.8382,0.6014,0.5351,1.3703
85,12.981900000000001,22.8921,0.5917,0.5424,1.5378
86,13.134300000000001,24.9477,0.6334,0.5205,1.628
87,13.286700000000002,28.9247,0.6699,0.5942,1.6534
88,13.439100000000002,35.9966,0.8533,0.7475,1.6742
89,13.591500000000002,42.1596,0.8822,0.8735,1.6773
90,13.743900000000002,46.4547,0.7964,0.787,1.68
91,13.896300000000002,49.9174,0.8976,0.8701,1.65
92,14.048700000000002,51.7525,1.0446,1.0216,1.5983
93,14.201100000000002,53.8072,0.9474,0.9421,1.5027
94,14.353500000000002,52.2524,1.0636,1.0796,1.3796
95,14.505900000000002,49.5397,0.9882,0.976,1.2705
96,14.658300000000002,41.6972,0.8027,0.7972,1.1914
97,14.8107,33.6212,0.7368,0.6831,1.1785
98,14.9631,24.1943,0.6785,0.6102,1.241
99,15.1155,19.6718,0.6634,0.5464,1.3915
100,15.267900000000001,15.9088,0.6085,0.5511,1.5629
101,15.420300000000001,16.9914,0.6071,0.5218,1.5822
102,15.572700000000001,21.7627,0.7094,0.614,1.5311
103,15.725100000000001,31.8236,1.0906,0.9617,1.5114
104,15.877500000000001,38.6735,0.9617,0.9572,1.5694
105,16.0299,38.4104,0.633,0.613,1.6222
106,16.1823,37.0933,0.6185,0.653,1.6335
107,16.334699999999998,40.9607,1.0275,0.9186,1.6523
108,16.487099999999998,48.6331,0.9593,0.934,1.6608
109,16.639499999999998,49.0429,0.8557,0.6992,1.6039
110,16.7919,46.5764,0.854,0.8628,1.4793
111,16.9443,46.5294,1.0256,1.0176,1.4134
112,17.0967,47.1913,0.8671,1.067,1.4048
113,17.2491,42.533,0.6853,0.6714,1.3736
114,17.4015,33.5551,0.6926,0.6277,1.2642
115,17.5539,27.1517,0.8464,0.7061,1.1641
116,17.7063,25.4637,0.8572,0.7558,1.1528
117,17.8587,23.3611,0.7301,0.6319,1.2279
118,18.0111,21.3704,0.6708,0.5131,1.373
119,18.1635,18.3899,0.6148,0.4791,1.5153
120,18.3159,18.4788,0.6033,0.4731,1.5827
121,18.4683,21.1516,0.7855,0.6383,1.5697
122,18.6207,26.758,0.6462,0.5631,1.4796
123,18.7731,33.4557,1.0753,1.0241,1.3531
124,18.9255,36.7352,0.7039,0.6302,1.2233
125,19.0779,35.4671,0.7024,0.8139,1.2511
126,19.2303,27.731,0.7535,0.6221,1.3233
127,19.3827,20.6824,0.6661,0.585,1.4156
128,19.5351,15.7019,0.5829,0.494,1.4462
129,19.6875,15.5476,0.5306,0.4646,1.5296
130,19.8399,20.9841,0.7628,0.7703,1.6792
131,19.9923,32.0042,0.8823,0.7928,1.7097
132,20.1447,46.2729,0.9709,0.9573,1.7075
133,20.2971,55.2854,1.0461,1.0034,1.7519
134,20.4495,58.3056,1.0833,1.0666,1.5495
135,20.6019,58.0953,1.0643,0.9595,1.3731
136,20.7543,58.3777,1.1807,0.8832,1.3507
137,20.9067,60.337,1.099,0.9003,1.5025
138,21.0591,63.525,0.9421,0.9241,1.7272
139,21.2115,67.5138,0.9589,0.9342,1.6808
140,21.3639,57.9684,0.9911,0.9697,1.6787
141,21.5163,55.0577,1.1259,1.2078,1.5559
142,21.6687,44.8614,1.1222,1.2075,1.3642
143,21.8211,45.8402,0.8935,0.9657,1.181
144,21.9735,35.9031,0.7097,0.7234,1.087
145,22.1259,31.3412,0.6612,0.6299,1.0714
146,22.2783,30.8048,0.6883,0.6333,1.0706
147,22.4307,35.6441,0.7833,0.775,1.0706
148,22.5831,43.0184,0.8646,0.8205,1.07
149,22.735500000000002,45.3572,0.6549,0.7027,1.0771
150,22.8879,41.7974,0.6583,0.6519,1.084
151,23.0403,36.55,0.6377,0.5762,1.0999
152,23.1927,32.7596,0.6493,0.582,1.1154
153,23.3451,30.2751,0.5638,0.5029,1.1421
154,23.4975,26.338,0.534,0.4554,1.1686
155,23.6499,22.291,0.4524,0.4019,1.1988
156,23.8023,18.657,0.4253,0.3796,1.2707
157,23.9547,16.5405,0.3926,0.3529,1.3633
158,24.1071,14.4994,0.3707,0.3404,1.4656
159,24.2595,13.8586,0.3705,0.3341,1.5214
160,24.4119,11.8075,0.3498,0.3184,1.5437
161,24.5643,11.7844,0.3453,0.3113,1.5496
162,24.7167,10.2977,0.3657,0.3232,1.5519
163,24.8691,10.1881,0.3567,0.3254,1.5524
164,25.0215,8.7655,0.3606,0.3201,1.5598
165,25.1739,8.4128,0.3632,0.3255,1.5707
166,25.3263,8.2398,0.3535,0.3096,1.5947
167,25.4787,10.553,0.3654,0.3188,1.6211
168,25.6311,16.5815,0.4961,0.4188,1.6201
169,25.7835,27.2923,0.7015,0.5871,1.6183
170,25.9359,39.0829,0.9221,0.9197,1.6196
171,26.0883,49.5818,0.7924,0.8421,1.6306
172,26.2407,54.0941,0.8871,0.8414,1.6459
173,26.3931,55.1459,0.5999,0.7686,1.6504
174,26.5455,54.5538,0.6702,0.6312,1.6726
175,26.6979,55.6898,1.228,0.9371,1.6754
176,26.8503,58.2796,1.006,0.9043,1.6827
177,27.0027,60.0667,0.9318,0.9424,1.6862
178,27.1551,60.7461,0.9094,0.9636,1.6953
179,27.3075,60.7943,0.8352,0.9803,1.7028
180,27.4599,59.7327,0.9256,0.9798,1.7073
181,27.6123,60.6231,0.9668,0.983,1.7019
182,27.7647,63.8201,0.9594,0.9679,1.6999
183,27.9171,65.6756,0.9526,1.0033,1.6949
184,28.0695,66.2488,0.9415,0.9598,1.7104
185,28.2219,64.712,0.8957,0.9958,1.7127
186,28.3743,66.4652,1.0287,0.9911,1.7197
187,28.5267,66.5116,1.0267,0.9584,1.7221
188,28.679100000000002,65.8747,0.9852,0.9266,1.7115
189,28.831500000000002,65.4145,0.9955,1.0551,1.7031
190,28.983900000000002,65.4091,1.0011,1.0157,1.6907
191,29.136300000000002,65.3311,1.0505,1.0239,1.6942
192,29.288700000000002,64.64,1.0114,0.9582,1.6972
193,29.4411,65.6303,0.9431,0.9381,1.7014
194,29.5935,66.2287,1.0228,0.9953,1.7061
195,29.7459,66.5683,0.9842,0.9925,1.7085
196,29.8983,65.6121,0.9278,1.0332,1.7093
197,30.0507,65.074,0.9686,1.0143,1.7034
198,30.2031,67.7201,0.9669,1.0562,1.7092
199,30.3555,69.6813,0.9423,0.8585,1.7094
200,30.5079,69.8748,1.0602,1.0248,1.7271
201,30.6603,66.2283,0.9281,1.112,1.7285
202,30.8127,65.4846,0.9265,1.1292,1.7226
203,30.9651,66.0878,0.8961,1.0803,1.7188
204,31.1175,67.8784,1.035,1.0914,1.7092
205,31.2699,65.5532,1.0508,1.0366,1.7173
206,31.4223,65.2651,1.0326,1.0747,1.7134
207,31.5747,65.3848,1.0147,1.0686,1.7203
208,31.7271,66.6932,0.999,1.1004,1.7265
209,31.8795,67.7723,1.0124,1.154,1.7337
210,32.03190000000001,67.0541,1.1573,1.0373,1.729
211,32.18430000000001,68.4342,1.0226,1.0308,1.7266
212,32.33670000000001,69.0357,0.9953,0.9967,1.7211
213,32.48910000000001,69.2535,1.1112,1.0473,1.735
214,32.6415,69.5832,1.0349,1.06,1.7295
215,32.7939,68.987,1.0309,0.9999,1.7404
216,32.9463,68.6473,1.0114,1.0226,1.7377
217,33.0987,68.0616,1.0131,1.0058,1.7464
218,33.2511,66.5868,1.0587,1.1745,1.7502
219,33.4035,68.3164,1.0192,1.0522,1.7522
220,33.5559,69.847,1.1828,1.0047,1.7654
221,33.7083,70.562,0.9953,1.0117,1.7609
222,33.8607,69.0412,0.9514,1.0337,1.7633
223,34.0131,66.8308,0.9606,1.1829,1.757
224,34.1655,66.4439,1.086,1.1444,1.7587
225,34.3179,66.6416,1.1415,0.9978,1.7492
226,34.4703,67.0501,1.1,1.2393,1.7515
227,34.6227,65.652,0.9563,1.1769,1.7473
228,34.7751,66.4816,1.0095,1.1276,1.7571
229,34.9275,68.8573,1.071,1.091,1.756
230,35.0799,71.2423,1.0111,1.0581,1.7591
231,35.2323,70.1785,1.0001,1.019,1.768
232,35.3847,69.3447,1.0104,1.0363,1.7715
233,35.5371,68.164,1.2657,1.3245,1.781
234,35.6895,68.446,1.2755,1.1,1.7841
235,35.8419,66.1749,1.0436,1.0689,1.7873
236,35.9943,65.8554,1.0815,1.0688,1.7933
237,36.1467,67.443,1.0598,1.0771,1.8002
238,36.2991,69.0631,1.0676,1.1289,1.8074
239,36.4515,67.8868,1.0672,1.127,1.8073
240,36.6039,66.107,1.1141,1.0375,1.8117
241,36.7563,65.9687,1.0911,1.0879,1.8165
242,36.9087,65.6208,1.114,1.1584,1.8217
243,37.0611,64.7861,1.1288,1.1498,1.8191
244,37.2135,63.3325,1.1302,1.1922,1.8275
245,37.3659,66.1388,1.1853,1.2081,1.8199
246,37.5183,66.2777,1.2175,1.1798,1.8233
247,37.670700000000004,66.5572,1.1727,1.2297,1.807
248,37.823100000000004,65.5445,1.2414,1.2368,1.7295
249,37.975500000000004,63.6405,1.2662,1.2609,1.6001
250,38.127900000000004,59.5549,1.2853,1.2395,1.4665
251,38.280300000000004,57.4801,1.2539,1.237,1.3685
252,38.432700000000004,57.2056,1.2691,1.2368,1.3011
253,38.585100000000004,56.6853,1.3346,1.3151,1.2817
254,38.737500000000004,51.7987,1.0494,1.0218,1.3091
