,depth,gr,d_res,s_res,den
115,70.86160000000001,59.5381,0.3157,1.6241,1.4091
116,71.01400000000001,60.6018,0.3607,0.8127,1.4091
117,71.16640000000001,60.5882,0.4049,0.5573,1.5141
118,71.31880000000001,60.7011,0.4934,0.4822,1.606
119,71.47120000000001,64.1001,0.9042,0.4999,1.6103
120,71.62360000000001,64.7987,0.9859,0.5962,1.606
121,71.77600000000001,65.1591,1.0381,0.7879,1.5886
122,71.92840000000001,62.3,1.071,1.0724,1.5988
123,72.08080000000001,63.6741,1.0771,1.3068,1.6108
124,72.23320000000001,64.3443,1.0448,1.2963,1.6272
125,72.38560000000001,64.5637,1.0049,1.1544,1.5867
126,72.53800000000001,61.8387,0.9719,1.0621,1.5778
127,72.69040000000001,59.0351,0.9644,1.0671,1.6007
128,72.84280000000001,58.3119,0.9886,1.165,1.6704
129,72.99520000000001,59.0482,1.0281,1.3145,1.6556
130,73.14760000000001,62.3025,1.0733,1.4236,1.6252
131,73.30000000000001,60.8606,1.1316,1.4231,1.6561
132,73.45240000000001,61.7235,1.154,1.3427,1.7312
133,73.60480000000001,61.2534,1.1239,1.252,1.8085
134,73.75720000000001,63.2738,1.089,1.1951,1.8261
135,73.90960000000001,64.3274,1.0802,1.1819,1.8447
136,74.06200000000001,64.4178,1.0665,1.1994,1.8452
137,74.21440000000001,64.6793,1.0388,1.229,1.8487
138,74.36680000000001,64.7273,1.0307,1.2537,1.8482
139,74.51920000000001,63.4392,1.0329,1.2582,1.8189
140,74.67160000000001,63.2805,1.0336,1.2371,1.8303
141,74.82400000000001,62.6675,1.0378,1.2008,1.8548
142,74.97640000000001,63.8491,1.044,1.1667,1.8852
143,75.12880000000001,64.2163,1.0524,1.148,1.8571
144,75.28120000000001,66.3,1.0545,1.1477,1.8272
145,75.43360000000001,68.3611,1.0412,1.1576,1.8318
146,75.58600000000001,69.5543,1.0324,1.1665,1.854
147,75.73840000000001,67.8349,1.0305,1.1695,1.871
