,depth,gr,d_res,s_res,den,vp
694,105.91269999999999,0.6753,1.1283,0.7125,2.9395,1.7666
695,106.06509999999999,0.6753,1.2086,0.7232,2.9395,1.7383
696,106.21749999999999,1.3516,1.2128,0.7029,2.9727,1.7217
697,106.36989999999999,1.3389,1.1329,0.6906,2.5156,1.6971
698,106.52229999999999,2.0,1.2792,0.7017,1.7783,1.7102
699,106.67469999999999,1.9863,1.2381,0.7004,1.8525,1.7302
700,106.82709999999999,1.3242,1.2272,0.667,1.6875,1.729
701,106.97949999999999,1.3379,1.1835,0.6996,1.6455,1.7309
702,107.13189999999999,1.3398,1.1113,0.6846,1.5996,1.7144
703,107.28429999999999,2.7168,1.292,0.6134,1.5986,1.7383
704,107.43669999999997,2.041,1.3098,0.6387,1.5947,1.7223
705,107.58909999999997,2.0527,1.4881,0.6643,1.5781,1.737
706,107.74149999999997,1.3369,1.1279,0.7049,1.5801,1.7445
707,107.89389999999997,1.3369,1.1736,0.6984,1.6816,1.7376
708,108.04629999999997,1.9863,1.1971,0.6678,1.7822,1.7302
709,108.19869999999997,1.3242,1.1335,0.675,1.8623,1.7352
710,108.35109999999997,2.6758,1.1848,0.697,1.8291,1.737
711,108.50349999999997,2.0137,1.1457,0.6834,1.7783,1.7193
712,108.65589999999997,3.3691,1.1801,0.6968,1.6885,1.7284
713,108.80829999999997,2.0156,1.157,0.6897,1.6064,1.7162
714,108.96069999999997,2.0176,1.1796,0.6807,1.5527,1.7199
715,109.11309999999997,1.3262,1.0962,0.6905,1.5908,1.7476
716,109.26549999999997,1.3262,1.1487,0.6713,1.623,1.7078
717,109.41789999999997,1.3369,1.1608,0.7164,1.7129,1.7078
718,109.57029999999997,1.3496,1.204,0.6964,1.7188,1.7229
719,109.72269999999997,2.0254,1.2423,0.7221,1.752,1.7102
720,109.87509999999997,2.0254,1.2457,0.698,1.7432,1.7211
721,110.02749999999997,2.0273,1.2059,0.7138,1.6924,1.7389
722,110.17989999999998,2.0137,1.2157,0.6969,1.6504,1.7072
723,110.33229999999998,2.0156,1.1523,0.7218,1.623,1.6971
724,110.48469999999998,2.0039,1.1432,0.7114,1.6787,1.6959
725,110.63709999999998,2.0156,1.2073,0.7079,1.7627,1.7013
726,110.78949999999998,2.002,1.1447,0.6921,1.8018,1.6715
727,110.94189999999998,2.6621,1.0987,0.6711,1.7324,1.6721
728,111.09429999999998,1.9863,1.1788,0.7139,1.6328,1.6767
729,111.24669999999998,2.6465,1.1908,0.6767,1.4375,1.6866
730,111.39909999999998,1.998,1.118,0.6977,1.4492,1.6918
731,111.55149999999998,2.6738,1.1627,0.6525,1.4316,1.7072
732,111.70389999999998,1.3506,1.1273,0.6806,1.5078,1.7199
733,111.85629999999998,0.6753,1.21,0.725,1.4854,1.7278
734,112.00869999999998,1.3242,1.1822,0.7039,1.4688,1.7439
735,112.16109999999998,1.9873,1.1581,0.6874,1.4707,1.7788
