,depth,gr,d_res,s_res,den,vp
637,97.21379999999999,34.7812,1.3018,1.2998,2.0742,1.7351
638,97.36619999999999,34.7812,1.2783,1.292,2.0371,1.7627
639,97.51859999999999,41.1562,1.2783,1.3359,1.9873,1.7826
640,97.67099999999999,42.625,1.3711,1.3232,1.9219,1.7794
641,97.82339999999999,47.0,1.4766,1.3418,1.8789,1.7639
642,97.97579999999999,44.8125,1.5166,1.458,1.8682,1.7697
643,98.12819999999999,45.25,1.5312,1.5508,1.8691,1.7601
644,98.28059999999999,45.25,1.5156,1.5557,1.8623,1.7557
645,98.43299999999999,45.0938,1.502,1.5312,1.873,1.8011
646,98.58539999999999,44.9062,1.5166,1.543,1.8945,1.7898
647,98.7378,44.4375,1.5869,1.6543,1.9131,1.8151
648,98.8902,43.0312,1.7051,1.7852,1.8975,1.8336
649,99.0426,41.8438,1.793,1.8691,1.8818,1.8545
650,99.195,36.625,1.8262,1.8652,1.8682,1.8192
651,99.3474,33.5,1.8994,1.8125,1.9316,1.8212
652,99.4998,30.1875,1.9316,1.8105,1.9971,1.9036
653,99.6522,31.1406,1.8545,1.8691,2.0508,1.9247
654,99.8046,30.6562,1.7783,2.0,2.0566,1.9323
655,99.957,30.2031,1.7256,1.7793,2.0781,1.9385
656,100.1094,30.2188,1.7188,1.6006,2.1543,1.9902
657,100.2618,32.0938,1.7363,1.582,2.1816,1.8611
658,100.4142,32.4062,1.7314,1.6289,2.1719,1.794
659,100.5666,33.3438,1.7402,1.7246,2.166,1.8444
660,100.719,30.5156,1.752,1.7246,2.1699,1.768
661,100.8714,31.1406,1.7432,1.7471,2.1934,1.7607
662,101.0238,32.5625,1.708,1.8174,2.2285,1.8084
663,101.1762,35.875,1.7607,1.8301,2.2578,1.8862
664,101.3286,40.8438,1.9199,1.833,2.2754,1.8833
665,101.481,40.8438,1.9053,1.7529,2.1758,1.9024
666,101.6334,40.8438,1.9072,1.7012,2.0859,1.8877
667,101.7858,37.5625,1.916,1.7148,2.0684,1.8365
668,101.9382,38.5,1.9492,1.748,2.0957,1.775
669,102.0906,36.625,1.8096,1.6768,2.1465,1.7635
670,102.243,34.4375,1.6914,1.9814,2.1504,1.8324
671,102.3954,34.4375,1.6455,1.5225,2.1816,1.8298
672,102.5478,34.4062,1.582,1.4619,2.2012,1.7396
673,102.7002,35.5625,1.5117,1.457,2.2129,1.761
674,102.8526,32.7188,1.457,1.458,2.2324,1.7609
675,103.005,30.2656,1.457,1.4531,2.293,1.8538
676,103.1574,28.2031,1.4463,1.4873,2.3359,1.7224
677,103.3098,26.7812,1.4932,1.5303,2.3418,1.7224
678,103.4622,31.9062,1.5361,1.5381,2.0645,1.7201
679,103.6146,37.5625,1.5869,1.5459,1.9141,1.7908
680,103.767,46.0625,1.5977,1.5596,1.8477,1.8014
681,103.9194,48.5938,1.5752,1.5791,1.9326,1.7821
686,104.6814,34.2812,1.7676,1.7422,2.0918,1.9742
721,110.01539999999999,40.0,1.7549,1.7881,2.0645,1.9987
740,112.91099999999999,33.4688,1.3975,1.3477,2.2363,1.9954
812,123.8838,37.7188,1.417,1.4688,1.916,1.6021
817,124.6458,38.8125,1.4229,1.4297,1.8896,1.5793
831,126.7794,42.7812,1.3154,1.332,1.8906,1.5375
836,127.54139999999998,45.3438,1.2588,1.2539,1.9551,1.5551
839,127.99859999999998,44.0,1.2422,1.2891,1.9365,1.5317
848,129.37019999999998,30.8281,1.5166,1.3066,1.8828,1.476
858,130.89419999999998,36.0,1.4502,1.5693,1.9873,1.5355
859,131.04659999999998,35.6562,1.417,1.417,2.0137,2.2127
860,131.19899999999998,37.7188,1.4326,1.3672,2.0703,1.911
865,131.96099999999998,38.3438,1.2705,1.3594,2.0098,1.5164
866,132.11339999999998,36.125,1.2549,1.3281,1.9404,1.5297
867,132.26579999999998,40.0938,1.2529,1.3584,2.0156,1.5145
877,133.78979999999999,43.4688,1.1719,1.2646,1.8799,1.5711
878,133.94219999999999,42.5312,1.2471,1.3252,1.8633,2.1203
879,134.09459999999999,43.2188,1.2822,1.3486,1.8691,1.7982
884,134.8566,45.3125,1.5332,1.4932,1.8564,1.6042
899,137.14259999999996,30.9844,1.4678,1.5029,2.0918,1.4796
903,137.75219999999996,34.125,1.5459,1.585,2.1211,1.6793
906,138.20939999999996,32.875,1.5479,1.5947,2.082,1.7467
918,140.03819999999996,33.8438,1.5908,1.623,2.1191,1.4996
923,140.80019999999996,33.1875,1.6436,1.6299,2.1562,1.71
925,141.10499999999996,32.7188,1.6631,1.6416,2.1426,1.767
928,141.56219999999996,31.1719,1.6709,1.71,2.1953,1.507
931,142.01939999999996,29.3906,1.6211,1.6875,2.0176,2.2789
942,143.69579999999996,31.6406,1.5684,1.5996,2.1836,1.7004
947,144.45779999999996,31.1719,1.5957,1.5791,2.2363,1.4996
967,147.50579999999997,26.9219,1.6318,1.6406,1.7725,1.6418
968,147.65819999999997,25.4688,1.6758,1.5693,1.8789,1.794
969,147.81059999999997,25.4688,1.5859,1.8174,2.1035,1.7477
970,147.96299999999997,27.9844,1.6904,1.666,2.166,1.9614
971,148.11539999999997,27.5312,1.7373,1.7744,2.1738,2.0643
972,148.26779999999997,28.0,1.71,1.8223,1.9766,1.8484
973,148.42019999999997,25.3594,1.7432,1.748,1.791,1.6779
974,148.57259999999997,26.7812,1.8066,1.709,1.6553,1.794
975,148.72499999999997,25.8438,1.8574,1.8223,1.6484,2.0216
976,148.87739999999997,26.4375,1.8213,1.9014,1.6816,1.9258
977,149.02979999999997,30.9688,1.7842,1.6318,1.748,1.9167
978,149.18219999999997,35.375,1.7148,1.666,1.8594,1.9349
979,149.33459999999997,37.7188,1.627,1.6475,2.0742,1.8442
980,149.48699999999997,37.4688,1.5508,1.668,2.1133,1.777
981,149.63939999999997,36.6562,1.4482,1.5957,2.123,1.7874
982,149.79179999999997,36.1562,1.3799,1.5098,2.123,1.7267
983,149.94419999999997,35.0312,1.3535,1.4053,2.1133,1.7267
984,150.09659999999997,34.5625,1.3418,1.3398,2.0332,1.749
985,150.24899999999997,34.125,1.3408,1.3682,1.9883,1.7953
986,150.40139999999997,33.3438,1.3359,1.3828,2.0117,1.8066
987,150.55379999999997,38.0,1.334,1.3477,2.0586,1.7986
988,150.70619999999997,41.3438,1.3428,1.3545,2.0605,1.766
989,150.85859999999997,43.25,1.3916,1.3789,2.0078,1.8626
990,151.01099999999997,41.5625,1.4268,1.4307,1.9854,1.8736
991,151.16339999999997,41.0625,1.4297,1.4502,2.0332,1.8462
992,151.31579999999997,38.6875,1.4385,1.4805,2.0176,1.7746
993,151.46819999999997,40.75,1.4385,1.4932,2.0156,1.7759
994,151.62059999999997,42.9062,1.4111,1.4521,2.0215,1.8161
995,151.77299999999997,46.0938,1.417,1.3379,2.0,1.7524
996,151.92539999999997,43.5312,1.4258,1.4023,2.0137,1.802
997,152.07779999999997,40.75,1.3877,1.4688,1.9912,1.7054
998,152.23019999999997,38.3438,1.3838,1.4287,2.0234,1.7394
999,152.38259999999997,37.5625,1.4033,1.4414,2.043,1.7654
1000,152.53499999999997,38.9688,1.3838,1.4238,2.0723,1.7554
1001,152.68739999999997,39.0,1.3438,1.3926,2.0918,1.7522
1002,152.83979999999997,37.6875,1.3369,1.4053,2.0859,1.8074
1003,152.99219999999997,35.375,1.3311,1.3428,1.9023,1.7887
1004,153.14459999999997,38.1562,1.3408,1.3252,1.8037,1.7701
1005,153.29699999999997,39.125,1.3418,1.3232,1.7695,1.7598
1006,153.44939999999997,41.4375,1.3262,1.3281,1.9375,1.7582
1007,153.60179999999997,39.2812,1.3604,1.332,1.9922,1.7989
1008,153.75419999999997,42.2812,1.3965,1.4102,1.959,1.7645
1009,153.90659999999997,40.9062,1.4092,1.457,1.8799,1.7587
1010,154.05899999999997,43.2812,1.3809,1.4473,1.8857,1.7529
1011,154.21139999999997,40.7812,1.3799,1.4639,1.9268,1.7928
1012,154.36379999999997,44.0,1.4014,1.4463,1.8965,1.8828
1013,154.51619999999997,39.7188,1.4824,1.457,1.9199,1.8598
1014,154.66859999999997,40.1562,1.5371,1.4355,1.915,1.8424
1015,154.82099999999997,42.5,1.5566,1.7598,2.0039,1.7674
1016,154.97339999999997,46.5312,1.5566,1.7715,2.0273,1.7388
1017,155.12579999999997,46.5625,1.5625,1.5996,2.0312,1.7755
1018,155.27819999999997,42.0938,1.625,1.5166,1.9795,1.836
1019,155.43059999999997,38.0312,1.7539,1.7646,1.9951,1.8613
1020,155.58299999999997,35.7188,1.835,1.7832,2.0352,1.9053
1021,155.73539999999997,35.5625,1.8652,1.7598,2.123,1.7799
1022,155.88779999999997,32.1562,1.8574,1.7305,2.1406,1.7859
1023,156.04019999999997,30.2969,1.8008,1.748,2.125,1.7958
1024,156.19259999999997,26.5625,1.7646,1.7275,2.0781,1.8564
1025,156.34499999999997,28.4062,1.7197,1.543,2.0957,1.8111
1026,156.49739999999997,29.7969,1.6615,1.339,2.1406,1.7601
1027,156.64979999999997,28.0312,1.6117,1.3525,2.1738,1.7254
1028,156.80219999999997,28.5,1.5777,1.4003,2.1934,1.7282
1029,156.95459999999997,28.6406,1.4641,1.4286,2.1836,1.7304
1030,157.10699999999997,29.1094,1.4448,1.4245,2.1738,1.6751
1031,157.25939999999997,29.5938,1.4821,1.4162,2.1914,1.6646
1032,157.41179999999997,26.6719,1.4918,1.402,1.9561,1.7239
1033,157.56419999999997,26.6562,1.4435,1.4563,1.5723,1.8476
1034,157.71659999999997,25.25,1.6469,1.5627,1.3379,1.9604
1035,157.86899999999997,25.7188,1.814,1.6689,1.2324,1.9668
1036,158.02139999999997,27.9375,1.8075,1.7802,1.2549,1.8206
1037,158.17379999999997,28.5312,1.8,1.7973,1.2725,1.7861
1038,158.32619999999997,31.4688,1.8562,1.7522,1.2822,1.778
1039,158.47859999999997,31.6094,1.8865,1.7568,1.2617,1.8029
1040,158.63099999999997,33.8125,1.7514,1.8658,1.2656,1.7449
1041,158.78339999999997,32.5938,1.5929,1.8765,1.2803,1.7352
1042,158.93579999999997,32.9375,1.6305,1.7272,1.3291,1.8866
1043,159.08819999999997,33.0938,1.7946,1.7299,1.4756,1.8774
1044,159.24059999999997,36.4688,1.8406,1.7489,1.584,1.8712
1045,159.39299999999997,36.0,1.7216,1.6038,1.7344,1.7768
1046,159.54539999999997,38.3438,1.5024,1.445,1.7734,1.7023
