,depth,gr,d_res,s_res,den
997,151.9936,2.8904,0.5054,0.558,1.4313
998,152.146,2.8422,0.5054,0.558,1.4765
999,152.2984,3.2058,0.5868,0.557,1.5362
1000,152.4508,2.938,0.6891,0.6188,1.5976
1001,152.6032,2.6237,0.7763,0.7443,1.6555
1002,152.7556,2.2931,0.8243,0.9145,1.6958
1003,152.908,2.0361,0.8468,1.0496,1.6545
1004,153.0604,2.3316,0.8284,1.0716,1.6429
1005,153.2128,2.2408,0.7847,1.0116,1.602
1006,153.3652,2.2539,0.7455,0.9413,1.5952
1007,153.5176,2.0835,0.7389,0.9021,1.5414
1008,153.67,2.0568,0.7529,0.9028,1.4721
1009,153.8224,1.8651,0.78,0.9289,1.4063
1010,153.9748,1.9705,0.815,0.959,1.3611
1011,154.1272,2.1454,0.8494,0.9773,1.347
1012,154.2796,2.2748,0.8755,0.9772,1.3404
1013,154.432,2.5331,0.891,0.9651,1.3359
1014,154.5844,2.4421,0.8845,0.9535,1.3527
1015,154.7368,2.4341,0.8777,0.949,1.4026
1016,154.8892,2.3415,0.8593,0.9525,1.4681
1017,155.0416,2.2738,0.8578,0.9623,1.5305
1018,155.194,2.442,0.848,0.9736,1.5777
1019,155.3464,2.3002,0.8518,0.9799,1.6327
1020,155.4988,2.4002,0.8597,0.9791,1.6743
1021,155.6512,2.1922,0.8745,0.9734,1.6948
1022,155.8036,2.2376,0.8849,0.9666,1.6746
1023,155.956,1.8853,0.89,0.9621,1.6668
1024,156.1084,2.021,0.9089,0.961,1.6589
1025,156.2608,1.8149,0.9143,0.9626,1.6425
1026,156.4132,2.1335,0.9131,0.966,1.634
1027,156.5656,2.0278,0.9043,0.9708,1.6457
1028,156.718,2.1216,0.9043,0.9765,1.6599
1029,156.8704,2.3655,0.9005,0.98,1.6525
1030,157.0228,2.5831,0.8941,0.9758,1.646
1031,157.1752,2.3318,0.9021,0.9612,1.6364
1032,157.3276,2.022,0.9098,0.941,1.5852
1033,157.48,1.8191,0.8966,0.9231,1.5336
1034,157.6324,2.1034,0.8958,0.9138,1.4841
1035,157.7848,2.2964,0.8945,0.915,1.4375
1036,157.9372,2.4464,0.9077,0.9228,1.3934
1037,158.0896,2.3494,0.9184,0.9301,1.3618
1038,158.242,2.181,0.9017,0.9328,1.3501
1039,158.3944,2.109,0.9371,0.9351,1.3479
1040,158.5468,2.1816,0.9565,0.9457,1.349
1041,158.6992,2.076,0.9212,0.9665,1.3571
1042,158.8516,2.1191,0.907,0.9871,1.3763
1043,159.004,2.2231,0.9263,0.9922,1.4133
1044,159.1564,2.4324,0.9454,0.9795,1.474
1045,159.3088,2.3915,0.9708,0.9648,1.5358
1046,159.4612,2.4219,0.9798,0.9659,1.5759
1047,159.6136,2.384,0.9731,0.9869,1.5992
1048,159.766,2.35,0.9662,1.0162,1.6398
1049,159.9184,2.2362,0.9778,1.0382,1.6857
1050,160.0708,1.9856,0.9671,1.0456,1.728
1051,160.2232,2.1617,0.9798,1.0394,1.7268
1052,160.3756,2.2331,0.967,1.0255,1.7135
1053,160.528,2.5357,0.975,1.0123,1.7015
1054,160.6804,2.2677,0.9418,1.0032,1.6821
1055,160.8328,2.3867,0.9558,0.9947,1.6658
1056,160.9852,2.5488,0.9743,0.9842,1.666
1057,161.1376,2.7423,0.9683,0.9751,1.6714
1058,161.29,2.5224,0.9461,0.9715,1.5841
1059,161.4424,2.0495,0.9219,0.9723,1.4648
1060,161.5948,2.154,0.9153,0.9713,1.3672
1061,161.7472,2.2987,0.9483,0.9614,1.3498
1062,161.8996,2.5951,0.9541,0.9434,1.3447
1063,162.052,2.4903,0.9061,0.9275,1.3421
1064,162.2044,2.2853,0.894,0.9207,1.3669
1065,162.3568,2.2271,0.8987,0.9199,1.4424
1066,162.5092,2.1551,0.9083,0.9195,1.5377
1067,162.6616,2.5358,0.8932,0.9187,1.6276
1068,162.814,2.4506,0.8899,0.9193,1.6676
1069,162.9664,2.6523,0.8879,0.9216,1.697
1070,163.1188,2.1579,0.8871,0.9245,1.7112
1071,163.2712,2.0553,0.8897,0.9251,1.7254
1072,163.4236,1.8451,0.8918,0.9214,1.7368
1073,163.576,1.8109,0.893,0.9159,1.7324
1074,163.7284,1.9974,0.9047,0.913,1.7159
1075,163.8808,2.0211,0.8977,0.915,1.6909
1076,164.0332,2.3064,0.8973,0.9208,1.7079
1077,164.1856,2.1468,0.8976,0.9269,1.7239
1078,164.338,2.1014,0.9142,0.9298,1.7246
1079,164.4904,2.0813,0.9316,0.9307,1.7296
1080,164.6428,2.0553,0.9273,0.934,1.7179
1081,164.7952,2.4356,0.9083,0.9405,1.7111
1082,164.9476,2.4184,0.9099,0.9463,1.7022
1083,165.1,2.4735,0.9337,0.9472,1.6922
1084,165.2524,2.0524,0.9403,0.9434,1.694
1085,165.4048,1.8929,0.9396,0.9397,1.7027
1086,165.5572,1.8626,0.9407,0.9409,1.7089
1087,165.7096,1.908,0.9404,0.9462,1.7113
1088,165.862,1.9258,0.9418,0.9509,1.7312
1089,166.0144,2.1636,0.9428,0.9524,1.7505
1090,166.1668,2.2135,0.945,0.9509,1.7733
1091,166.3192,2.2816,0.9406,0.9478,1.7679
1092,166.4716,2.2652,0.9388,0.9443,1.7582
1093,166.624,2.3502,0.9443,0.9418,1.7637
1094,166.7764,2.6611,0.9424,0.9407,1.761
1095,166.9288,2.6241,0.9416,0.9406,1.7441
1096,167.0812,2.5228,0.9428,0.9418,1.7273
1097,167.2336,2.4703,0.9512,0.9449,1.728
1098,167.386,2.3459,0.956,0.9497,1.758
1099,167.5384,2.5697,0.9456,0.9548,1.7551
