,depth,gr,d_res,s_res,den,vp
58,191.8876,47.9893,0.4055,0.5487,2.2564,3.7654
59,192.04,47.2276,0.4055,0.5487,2.2784,3.8799
60,192.1924,48.1311,0.6573,0.503,2.2738,3.8059
61,192.3448,47.2286,0.9689,0.5807,2.2303,3.7726
62,192.4972,47.5456,1.2229,0.786,2.176,3.7495
63,192.6496,46.7114,1.2854,1.1151,2.1475,3.7267
64,192.802,45.6682,1.3371,1.3257,2.1524,3.771
65,192.9544,43.5426,1.1229,1.2283,2.1593,3.9012
66,193.1068,42.1488,1.0932,1.0602,2.1717,4.0113
67,193.2592,42.5544,1.0801,0.9923,2.1936,3.8159
68,193.4116,47.1511,1.0745,1.0383,2.2311,3.832
69,193.564,52.1551,1.1382,1.1831,2.241,3.5081
70,193.7164,59.1576,1.2717,1.3732,2.2392,2.8224
71,193.8688,61.8669,1.3646,1.5002,2.225,2.846
72,194.0212,61.0851,1.4481,1.5218,2.215,2.8093
73,194.1736,54.6486,1.497,1.4748,2.2233,2.8459
74,194.326,48.6067,1.4902,1.4288,2.2192,2.9041
75,194.4784,44.2691,1.4793,1.4274,2.207,3.1251
76,194.6308,41.5472,1.4736,1.4652,2.1918,3.8595
77,194.7832,39.7902,1.4655,1.5244,2.2004,3.8625
78,194.9356,40.1551,1.4765,1.5836,2.2194,3.8446
79,195.088,40.796,1.5101,1.6227,2.2333,3.1725
80,195.2404,44.0603,1.5643,1.6472,2.2462,3.7013
81,195.3928,49.5796,1.604,1.6677,2.2806,3.8674
82,195.5452,59.7958,1.6403,1.6943,2.3432,3.6497
83,195.6976,70.2887,1.6805,1.7488,2.2421,3.1698
84,195.85,75.7475,1.6908,1.8429,2.1058,3.2832
85,196.0024,78.8202,1.6891,1.941,2.1081,3.3797
86,196.1548,76.8621,1.7111,2.0182,2.265,3.3312
87,196.3072,75.4706,1.7576,2.0526,2.6607,3.3478
88,196.4596,69.986,1.7876,2.0592,2.4907,3.3381
89,196.612,65.922,1.8442,2.0758,2.369,3.3263
90,196.7644,61.7811,1.8673,2.1206,2.3499,3.3692
91,196.9168,58.8427,1.8715,2.1758,2.3911,3.4635
92,197.0692,55.0447,1.8336,2.2065,2.3861,3.4905
93,197.2216,51.6256,1.8301,2.1803,2.3635,3.4643
94,197.374,51.1707,1.7539,2.0832,2.3704,3.293
95,197.5264,53.0113,1.7005,1.9413,2.3544,3.1898
96,197.6788,65.0081,1.6811,1.8103,2.3275,3.0385
97,197.8312,89.1516,1.674,1.7349,2.259,3.0283
98,197.9836,124.6642,1.5831,1.7278,2.1973,2.9497
99,198.136,152.5895,1.5209,1.7681,2.2168,2.9125
100,198.2884,161.5682,1.5166,1.8066,2.3123,2.9658
101,198.4408,147.5497,1.4782,1.7982,2.4648,3.0176
102,198.5932,130.8392,1.5025,1.7454,2.3836,3.0766
103,198.7456,123.577,1.4919,1.6839,2.3161,3.2273
104,198.898,131.2018,1.5272,1.6394,2.3248,3.2306
105,199.0504,136.5128,1.5058,1.6159,2.3467,3.1656
106,199.2028,134.3918,1.487,1.6048,2.3445,3.1798
107,199.3552,126.4279,1.5171,1.5963,2.2938,3.2008
108,199.5076,125.6158,1.483,1.588,2.2874,3.2134
109,199.66,129.4568,1.4753,1.5814,2.2257,3.1971
110,199.8124,134.9588,1.5002,1.5712,2.1242,3.2495
111,199.9648,137.1215,1.4424,1.5454,2.1525,3.3126
112,200.1172,143.423,1.4164,1.4984,2.2674,3.3656
113,200.2696,157.6023,1.4093,1.4364,2.5213,3.4388
114,200.422,181.7116,1.3514,1.3723,2.489,3.4973
115,200.5744,226.5258,1.3397,1.3188,2.4012,3.5335
116,200.7268,300.3627,1.3603,1.2831,2.3742,3.4214
117,200.8792,376.0328,1.322,1.2652,2.3377,3.4187
118,201.0316,436.9352,1.3017,1.2611,2.2659,3.4208
119,201.184,466.4608,1.3503,1.2682,2.2366,3.4069
120,201.3364,490.6773,1.3705,1.2837,2.2454,3.1268
121,201.4888,515.5256,1.3475,1.3036,2.2553,2.8893
122,201.6412,542.8755,1.3677,1.3259,2.2559,2.6853
123,201.7936,558.0087,1.3923,1.3523,2.3008,2.5223
124,201.946,550.3318,1.4073,1.3805,2.2832,2.5196
125,202.0984,515.9528,1.42,1.4034,2.233,2.4698
126,202.2508,473.7426,1.4364,1.4172,2.2296,2.4389
127,202.4032,438.3746,1.4547,1.4239,2.2418,2.3707
128,202.5556,410.2212,1.4702,1.4276,2.2815,2.397
129,202.708,385.2545,1.4839,1.4351,2.321,2.4637
130,202.8604,356.1978,1.4937,1.4513,2.3165,2.5475
131,203.0128,312.1582,1.5127,1.4721,2.2763,2.6283
132,203.1652,262.2011,1.5291,1.4928,2.2487,2.6572
133,203.3176,206.4113,1.5321,1.5131,2.2403,2.6833
134,203.47,165.8968,1.5367,1.5283,2.2397,2.7297
135,203.6224,140.1305,1.5489,1.5265,2.2364,2.7518
136,203.7748,134.3164,1.561,1.5032,2.2559,2.7939
137,203.9272,144.1185,1.5662,1.4671,2.2162,2.7963
138,204.0796,164.7498,1.5945,1.433,2.132,2.7875
139,204.232,186.6407,1.6157,1.4126,2.0984,2.8152
140,204.3844,201.1437,1.6132,1.4043,2.1625,2.7725
141,204.5368,193.6989,1.5911,1.3931,2.1722,2.777
142,204.6892,162.5555,1.5902,1.3673,1.9744,2.952
143,204.8416,121.9228,1.5949,1.3309,1.7607,3.1112
144,204.994,84.9472,1.6371,1.3004,1.5655,3.2656
145,205.1464,59.4406,1.6595,1.2948,1.4459,3.4126
146,205.2988,45.2311,1.6788,1.3287,1.4052,3.4711
147,205.4512,40.8428,1.7032,1.4027,1.4663,3.6387
148,205.6036,44.5316,1.7183,1.4981,1.6233,3.6726
149,205.756,53.465,1.71,1.5803,1.9323,3.6912
150,205.9084,67.1249,1.7794,1.6245,2.1952,3.5083
151,206.0608,86.4869,1.851,1.642,2.2459,3.5038
152,206.2132,114.6106,1.9001,1.6621,2.2421,3.5103
153,206.3656,151.5609,1.9201,1.6844,2.346,3.4996
154,206.518,189.7591,1.9244,1.6683,2.4396,3.5524
155,206.6704,220.1741,1.9479,1.5936,2.326,3.5248
156,206.8228,238.3038,2.0607,1.5034,2.1813,3.4473
157,206.9752,243.6107,2.1142,1.4569,2.1732,3.4888
158,207.1276,240.2761,2.1164,1.4804,2.3027,3.5181
159,207.28,235.119,2.0646,1.559,2.4485,3.4281
160,207.4324,234.7118,2.0361,1.6357,2.3236,3.344
161,207.5848,237.3651,2.0298,1.6466,2.2977,3.3391
162,207.7372,236.1688,2.069,1.592,2.3456,3.269
163,207.8896,228.4706,2.1401,1.5285,2.3869,3.1256
164,208.042,216.4514,2.1608,1.5021,2.2949,3.0179
165,208.1944,201.0363,2.1286,1.5229,2.3337,2.8977
166,208.3468,185.5889,2.0697,1.5686,2.4157,2.7639
167,208.4992,166.7845,2.0322,1.5962,2.441,2.7081
168,208.6516,146.6454,2.0219,1.5765,2.4272,2.8747
169,208.804,126.5856,2.0337,1.5205,2.3814,3.2346
170,208.9564,108.3304,2.0162,1.4606,2.2667,3.2793
171,209.1088,92.667,2.0066,1.4215,2.1966,3.3178
172,209.2612,78.5466,1.9896,1.414,2.1453,3.0405
173,209.4136,68.2882,1.9638,1.4322,2.095,2.7968
174,209.566,62.1166,1.9651,1.4563,2.0302,2.7034
175,209.7184,58.5889,1.9709,1.4725,1.967,2.6723
176,209.8708,56.731,1.9681,1.4773,2.0251,2.7438
177,210.0232,53.6786,1.9679,1.4752,2.1529,2.8504
178,210.1756,49.4982,1.9629,1.4715,2.1782,2.9655
179,210.328,44.7207,1.9344,1.4656,2.1267,3.0146
180,210.4804,41.0,1.9077,1.4532,2.0872,2.9816
181,210.6328,38.3669,1.891,1.4351,2.0891,2.9623
182,210.7852,37.4207,1.8908,1.4169,2.0587,2.9595
183,210.9376,37.0244,1.9035,1.4035,2.045,2.9216
184,211.09,36.7887,1.8844,1.3943,2.0715,2.9353
185,211.2424,35.4121,1.8759,1.3866,2.0361,2.9837
186,211.3948,34.7954,1.8643,1.38,2.0122,3.0369
187,211.5472,34.956,1.8185,1.3747,1.9858,3.0325
188,211.6996,37.4622,1.767,1.3638,2.0029,3.0287
189,211.852,38.5801,1.7427,1.3384,1.9896,2.9862
190,212.0044,38.5207,1.7133,1.2936,1.8976,3.1193
191,212.1568,36.3496,1.6635,1.235,1.8118,3.1539
192,212.3092,33.8292,1.6235,1.1771,1.7219,3.2079
193,212.4616,33.0501,1.6157,1.1376,1.616,3.2458
194,212.614,32.8501,1.5988,1.1295,1.5426,3.2758
195,212.7664,34.7489,1.6005,1.1571,1.5415,3.383
