,depth,gr,d_res,s_res,den
877,133.6548,74.9583,1.1554,1.15,1.772
878,133.8072,73.3894,1.158,1.138,1.772
879,133.9596,72.2894,1.1524,1.1248,1.8015
880,134.112,68.5167,1.1277,1.1143,1.7675
881,134.2644,66.9416,1.1153,1.1081,1.7478
882,134.4168,67.5965,1.1155,1.1011,1.7389
883,134.5692,66.8225,1.119,1.088,1.7453
884,134.7216,71.0943,1.112,1.0692,1.7728
885,134.874,73.3053,1.1108,1.0501,1.7574
886,135.0264,80.2259,1.1068,1.0353,1.7263
887,135.1788,79.7777,1.0902,1.0276,1.6957
888,135.3312,83.8409,1.094,1.0261,1.685
889,135.4836,84.8434,1.1022,1.0269,1.6559
890,135.636,83.7824,1.0884,1.025,1.6161
891,135.7884,83.3224,1.0542,1.0168,1.6049
892,135.9408,83.0221,1.0374,1.0003,1.6129
893,136.0932,83.1662,1.0322,0.9777,1.6214
894,136.2456,78.3956,1.023,0.9573,1.5884
895,136.398,75.7978,1.003,0.9463,1.5614
896,136.5504,75.9153,0.9916,0.9452,1.5534
897,136.7028,74.7225,0.9869,0.9496,1.5694
898,136.8552,68.7993,0.9832,0.9544,1.5718
899,137.0076,65.9887,0.9837,0.9566,1.5762
900,137.16,63.6159,0.9865,0.9555,1.5753
901,137.3124,63.7765,0.9875,0.9525,1.5841
902,137.4648,61.757,0.9899,0.9487,1.5859
903,137.6172,62.9921,0.9932,0.944,1.5897
904,137.7696,64.8062,0.9951,0.9393,1.6224
905,137.922,64.7529,0.9987,0.9372,1.6512
906,138.0744,62.8721,1.009,0.9398,1.6389
907,138.2268,63.0072,1.0178,0.9484,1.6003
908,138.3792,63.2893,1.0256,0.9624,1.5703
909,138.5316,61.4021,1.0291,0.9797,1.5658
910,138.684,56.5034,1.0331,0.9967,1.5696
911,138.8364,54.695,1.0378,1.011,1.5686
912,138.9888,53.7741,1.0405,1.0219,1.5713
913,139.1412,54.0537,1.0478,1.0287,1.5818
914,139.2936,53.9918,1.0629,1.0315,1.5977
915,139.446,56.3665,1.072,1.0307,1.6176
916,139.5984,58.4613,1.0818,1.0282,1.6232
917,139.7508,59.0982,1.0792,1.0258,1.6255
918,139.9032,57.0155,1.0848,1.0247,1.6229
919,140.0556,54.4629,1.087,1.0265,1.6176
920,140.208,54.5434,1.0836,1.0316,1.606
921,140.3604,54.7912,1.081,1.0383,1.6062
922,140.5128,57.7501,1.0766,1.0438,1.6048
923,140.6652,57.7603,1.0859,1.0444,1.6001
924,140.8176,61.6572,1.0855,1.038,1.5888
925,140.97,62.8769,1.0859,1.0285,1.5899
926,141.1224,63.7117,1.0908,1.0215,1.5919
927,141.2748,61.8763,1.0765,1.0181,1.6234
928,141.4272,59.1975,1.0622,1.0159,1.6467
929,141.5796,59.8035,1.0607,1.0132,1.6786
930,141.732,60.9121,1.0617,1.0093,1.6597
931,141.8844,62.3276,1.0652,1.0054,1.6695
932,142.0368,62.0116,1.0624,1.0043,1.6686
933,142.1892,61.8914,1.0594,1.0078,1.6863
934,142.3416,63.899,1.0569,1.0156,1.6803
935,142.494,65.8882,1.0512,1.0248,1.6578
936,142.6464,64.6661,1.031,1.0273,1.655
937,142.7988,64.9742,1.0185,1.0143,1.6317
938,142.9512,63.6031,1.0205,0.9878,1.625
939,143.1036,65.6011,1.0218,0.9612,1.6046
940,143.256,63.4845,1.0224,0.9467,1.6179
941,143.4084,62.7671,1.0218,0.9481,1.6574
942,143.5608,57.8876,1.0159,0.962,1.7122
943,143.7132,56.0327,1.0129,0.9821,1.7294
944,143.8656,54.084,1.0157,1.005,1.6848
945,144.018,55.2106,1.0238,1.0306,1.6484
946,144.1704,55.055,1.0323,1.0565,1.6109
947,144.3228,54.5662,1.0494,1.0743,1.6172
948,144.4752,54.6034,1.0682,1.0758,1.6419
949,144.6276,55.4908,1.0666,1.0603,1.6286
950,144.78,57.8396,1.0669,1.0369,1.641
951,144.9324,56.8301,1.0693,1.0177,1.6501
952,145.0848,55.4185,1.0784,1.0113,1.6706
953,145.2372,55.383,1.0955,1.0197,1.7008
954,145.3896,57.9455,1.0952,1.0391,1.7314
955,145.542,60.0531,1.0969,1.062,1.7875
956,145.6944,59.3661,1.0941,1.0804,1.7832
957,145.8468,59.4639,1.0891,1.0892,1.7702
958,145.9992,59.5619,1.099,1.0884,1.7588
959,146.1516,59.775,1.0944,1.0814,1.7576
960,146.304,59.6119,1.0918,1.072,1.7713
961,146.4564,60.1215,1.0904,1.0621,1.7912
962,146.6088,60.9675,1.0896,1.0527,1.7938
963,146.7612,61.7808,1.0874,1.0453,1.784
964,146.9136,64.7627,1.0854,1.0412,1.7932
965,147.066,63.2779,1.0738,1.0404,1.8006
966,147.2184,62.8619,1.0537,1.0417,1.7919
967,147.3708,58.5662,1.0509,1.044,1.7169
968,147.5232,60.4803,1.0565,1.0462,1.703
969,147.6756,61.8134,1.057,1.0468,1.7003
970,147.828,63.9648,1.0473,1.0449,1.7508
971,147.9804,64.9159,1.0399,1.0419,1.7689
972,148.1328,65.7874,1.0427,1.0406,1.7826
973,148.2852,67.2839,1.0509,1.0436,1.7794
974,148.4376,64.2536,1.0575,1.0504,1.7722
975,148.59,65.3969,1.0584,1.0579,1.7793
976,148.7424,66.8016,1.058,1.0622,1.7737
977,148.8948,69.3271,1.0606,1.0619,1.7607
978,149.0472,67.8996,1.0645,1.0587,1.7699
979,149.1996,64.7465,1.0804,1.0543,1.7784
980,149.352,63.3571,1.0945,1.049,1.7996
981,149.5044,63.5896,1.0972,1.0434,1.784
982,149.6568,67.9489,1.0969,1.0384,1.7717
983,149.8092,70.8544,1.0982,1.0351,1.7729
984,149.9616,75.6086,1.1115,1.0357,1.789
985,150.114,74.9596,1.1146,1.0437,1.7803
986,150.2664,76.836,1.1198,1.0615,1.7248
987,150.4188,73.2629,1.1395,1.088,1.68
988,150.5712,73.6451,1.1575,1.1169,1.6323
989,150.7236,74.4732,1.1505,1.1359,1.6336
990,150.876,75.9718,1.1473,1.133,1.6504
991,151.0284,73.4082,1.1466,1.1083,1.6531
992,151.1808,72.2477,1.142,1.0744,1.6728
993,151.3332,70.4866,1.1404,1.0463,1.6941
994,151.4856,72.3757,1.1469,1.0333,1.7206
995,151.638,74.4657,1.1395,1.0348,1.7046
996,151.7904,72.0061,1.1123,1.043,1.6648
997,151.9428,72.2601,1.1009,1.0486,1.6497
998,152.0952,68.3545,1.0981,1.0447,1.6573
999,152.2476,67.808,1.0833,1.0319,1.694
1000,152.4,64.9571,1.1099,1.0205,1.7292
1001,152.5524,64.8125,1.1141,1.0237,1.7135
1002,152.7048,66.7493,1.0864,1.0471,1.7006
1003,152.8572,70.2855,1.1057,1.0864,1.7112
1004,153.0096,69.192,1.135,1.1266,1.7662
1005,153.162,73.0025,1.1333,1.1475,1.7898
1006,153.3144,73.0189,1.1377,1.1408,1.7827
1007,153.4668,74.4091,1.1375,1.1173,1.7905
1008,153.6192,74.9365,1.1423,1.0931,1.7929
1009,153.7716,71.6523,1.169,1.0795,1.7914
1010,153.924,71.5336,1.1817,1.0837,1.7599
1011,154.0764,66.7187,1.181,1.1064,1.7007
1012,154.2288,64.9242,1.182,1.1401,1.6775
1013,154.3812,65.5215,1.1865,1.1725,1.6888
1014,154.5336,66.268,1.2047,1.1919,1.7521
1015,154.686,67.1328,1.2034,1.1944,1.7895
1016,154.8384,65.0201,1.1929,1.1875,1.8046
1017,154.9908,64.4918,1.2104,1.1827,1.8098
1018,155.1432,62.5383,1.2468,1.185,1.7969
1019,155.2956,62.402,1.2579,1.1941,1.7769
1020,155.448,63.9816,1.2452,1.2079,1.7447
1021,155.6004,69.4153,1.2677,1.2229,1.7242
1022,155.7528,70.3857,1.2657,1.2344,1.7108
1023,155.9052,72.6371,1.2597,1.2388,1.715
1024,156.0576,71.4611,1.2571,1.2347,1.731
1025,156.21,73.3284,1.2536,1.2251,1.7428
1026,156.3624,72.5484,1.2476,1.2164,1.7459
1027,156.5148,72.6337,1.2365,1.2102,1.7486
1028,156.6672,69.0205,1.2135,1.2028,1.7585
1029,156.8196,65.2319,1.1942,1.1903,1.769
