,depth,gr,d_res,s_res,den
325,271.72900000000004,7.7437,3.4063,1.666,2.6214
326,271.88140000000004,8.1525,3.4063,1.666,2.5833
327,272.03380000000004,8.741,3.6582,2.5566,2.5683
328,272.18620000000004,8.7377,3.8594,4.5586,2.5728
329,272.33860000000004,7.4844,3.8633,5.8945,2.5559
330,272.49100000000004,7.8707,3.752,4.1523,2.5555
331,272.64340000000004,7.7324,3.6211,2.7383,2.5241
332,272.79580000000004,8.7224,3.7207,2.1719,2.5358
333,272.94820000000004,8.7206,3.7754,2.1113,2.5082
334,273.10060000000004,8.6345,3.7734,2.4355,2.528
335,273.25300000000004,8.9805,3.7402,3.1719,2.5402
336,273.40540000000004,8.7745,3.5938,4.1602,2.5452
337,273.55780000000004,7.99,3.4902,4.6367,2.5505
338,273.71020000000004,7.376,3.5137,4.1875,2.5947
339,273.86260000000004,7.3147,3.5039,3.5234,2.6645
340,274.01500000000004,8.0032,3.4668,3.1094,2.7203
341,274.16740000000004,7.701,3.4414,2.9941,2.708
342,274.31980000000004,7.1274,3.4297,3.1133,2.6916
343,274.47220000000004,7.005,3.5254,3.3496,2.6697
344,274.62460000000004,7.0571,3.7266,3.5469,2.6212
345,274.77700000000004,7.6636,4.1719,3.5703,2.6308
346,274.92940000000004,6.8787,3.502,3.4375,2.5015
347,275.08180000000004,6.9949,3.4961,3.2637,2.6436
348,275.23420000000004,6.9312,4.2227,3.127,2.7452
349,275.38660000000004,7.4192,3.834,3.0234,2.9513
350,275.53900000000004,7.7712,3.7227,2.9785,2.9725
351,275.69140000000004,6.744,3.7207,3.1348,2.8718
352,275.84380000000004,6.0388,4.0977,3.8633,2.7239
353,275.99620000000004,4.8821,3.5566,6.1484,2.2952
354,276.14860000000004,4.7322,4.2227,12.1719,2.0146
355,276.30100000000004,4.1407,4.0547,12.6094,1.942
356,276.45340000000004,3.9833,4.1289,5.5938,1.9982
357,276.60580000000004,4.1199,4.25,2.9668,2.1072
358,276.75820000000004,4.6403,4.3008,2.1699,2.3487
359,276.91060000000004,4.8672,4.2891,2.0879,2.4288
360,277.06300000000005,4.6345,4.7617,2.4805,2.6339
361,277.21540000000005,4.4899,5.6563,3.3398,2.369
362,277.36780000000005,4.4711,5.7617,4.3359,2.84
363,277.52020000000005,4.3964,5.7852,4.4922,2.7286
364,277.67260000000005,4.6378,5.9258,3.834,2.7338
365,277.82500000000005,4.0598,4.7344,3.2285,2.7486
366,277.97740000000005,4.0814,4.3672,2.9492,2.7303
367,278.12980000000005,3.8029,4.3047,2.9531,2.7048
368,278.28220000000005,4.1214,4.2695,3.2188,2.751
369,278.43460000000005,4.021,4.2109,3.7402,2.7353
370,278.58700000000005,3.7335,4.2578,4.3281,2.756
371,278.73940000000005,4.0554,4.3945,4.6133,2.6981
372,278.89180000000005,4.1569,4.4922,4.4609,2.7302
373,279.04420000000005,3.9044,4.5352,4.0938,2.7373
374,279.19660000000005,3.413,4.4063,3.7305,2.7616
375,279.34900000000005,3.1415,4.4609,3.4551,2.7388
376,279.50140000000005,3.8016,4.4297,3.3105,2.7204
377,279.65380000000005,3.9243,4.4414,3.3223,2.7277
378,279.80620000000005,4.2271,4.4375,3.5156,2.7573
379,279.95860000000005,4.0907,4.4414,3.8359,2.7817
380,280.11100000000005,4.6328,4.6133,4.0859,2.7685
381,280.26340000000005,4.681,5.0117,4.0469,2.7654
382,280.41580000000005,3.9986,4.5,3.752,2.7822
383,280.56820000000005,3.5962,4.6484,3.4434,2.8106
384,280.72060000000005,2.9935,4.4336,3.2695,2.8312
385,280.87300000000005,3.1822,4.4414,3.2129,2.8471
386,281.02540000000005,2.978,4.4883,3.2012,2.8371
387,281.17780000000005,3.0241,4.4609,3.1816,2.8226
388,281.33020000000005,3.2417,4.5508,3.1289,2.143
389,281.48260000000005,3.2298,4.7852,3.041,1.9575
390,281.63500000000005,3.5324,4.1914,2.9434,2.0109
391,281.78740000000005,3.9062,4.0898,2.8496,2.3573
392,281.93980000000005,4.7569,4.1055,2.7891,2.7593
393,282.09220000000005,5.5504,4.1406,2.7793,2.7417
394,282.24460000000005,5.3763,4.1445,2.8203,2.4587
395,282.39700000000005,4.7011,4.0781,2.9063,2.2142
396,282.54940000000005,4.1952,4.0859,3.1074,2.1998
397,282.70180000000005,4.5737,4.5703,3.5469,2.3284
398,282.85420000000005,4.3873,4.5195,4.2852,2.3462
399,283.00660000000005,4.222,4.6172,5.1367,2.3977
400,283.15900000000005,3.8528,4.6484,5.5313,2.3452
401,283.31140000000005,3.9971,4.7148,5.0625,2.4824
402,283.46380000000005,3.5191,5.2656,4.1836,2.528
403,283.61620000000005,4.046,5.0195,3.4453,2.5114
404,283.76860000000005,4.1133,5.3281,2.9629,2.5117
405,283.92100000000005,4.903,5.5508,2.6816,2.3763
406,284.07340000000005,4.4547,5.5781,2.5684,2.3147
407,284.22580000000005,4.8781,5.8086,2.6172,2.2412
408,284.37820000000005,4.7585,5.1172,2.834,2.2753
409,284.53060000000005,4.0963,5.3359,3.2383,2.3227
410,284.68300000000005,3.6919,5.207,3.8633,2.3456
411,284.83540000000005,3.6662,5.2773,4.6523,2.4383
412,284.98780000000005,3.6598,6.0977,5.3086,2.5394
413,285.14020000000005,3.5514,6.0781,5.457,2.7341
414,285.29260000000005,3.6752,6.0742,5.1445,2.7721
415,285.44500000000005,3.9765,6.0703,4.6172,2.8254
416,285.59740000000005,4.3352,6.0586,4.0547,2.8125
417,285.74980000000005,4.6782,6.0,3.5859,2.8067
418,285.90220000000005,5.2391,5.3711,3.3086,2.8104
419,286.05460000000005,4.7332,5.7461,3.2422,2.8077
420,286.20700000000005,3.7449,5.2344,3.3633,2.4582
421,286.35940000000005,3.1882,5.1953,3.6523,2.5702
422,286.51180000000005,3.4743,5.6563,4.043,2.5713
423,286.66420000000005,4.1584,5.6289,4.2852,2.9071
424,286.81660000000005,4.861,5.5,4.1211,2.8171
425,286.96900000000005,4.7707,5.6211,3.7852,2.8401
426,287.12140000000005,4.9253,4.9648,3.7422,2.8493
427,287.27380000000005,4.8883,5.9648,4.3672,2.8006
428,287.42620000000005,5.6279,6.5039,5.8633,2.6964
429,287.57860000000005,5.5119,6.3359,6.2695,2.7437
430,287.73100000000005,4.8473,6.4844,4.0586,2.7659
431,287.88340000000005,3.7429,6.6289,2.4863,2.8848
432,288.03580000000005,3.0728,6.707,1.9111,2.8405
433,288.18820000000005,3.6039,11.4219,1.876,2.8283
434,288.34060000000005,4.0209,11.0156,2.2051,2.8071
435,288.49300000000005,4.6017,10.3984,2.7246,2.7293
436,288.64540000000005,4.2739,10.0313,2.9082,2.7085
437,288.79780000000005,4.1645,9.6328,2.5801,2.8215
438,288.95020000000005,3.9381,8.6406,2.2402,2.9025
439,289.10260000000005,3.5109,5.6758,2.1289,2.956
440,289.25500000000005,3.4543,4.3398,2.2441,2.7701
441,289.40740000000005,3.4074,3.9688,2.5781,2.4256
442,289.55980000000005,4.23,3.9063,3.0898,2.4882
443,289.71220000000005,4.6235,3.6074,3.6328,2.5371
444,289.86460000000005,5.282,3.793,4.0586,2.8579
445,290.01700000000005,4.5446,4.2773,4.2266,2.7874
446,290.16940000000005,4.0645,4.5039,3.9102,2.7347
447,290.32180000000005,3.3148,4.6016,3.2793,2.6829
448,290.47420000000005,3.7625,4.6484,2.7598,2.5614
449,290.62660000000005,3.717,4.7461,2.4844,2.425
450,290.77900000000005,3.8184,4.6797,2.4355,2.3132
451,290.93140000000005,3.5706,4.5078,2.5684,2.2527
452,291.08380000000005,3.8718,4.5547,2.7598,2.3253
453,291.23620000000005,3.7838,4.0898,2.8672,2.3139
454,291.38860000000005,3.5738,4.9844,2.9297,2.4595
455,291.54100000000005,3.2696,5.375,3.1055,2.4872
456,291.69340000000005,3.1804,5.4453,3.498,2.6566
457,291.84580000000005,3.7346,5.3828,4.2969,2.6516
458,291.99820000000005,3.4474,5.2773,5.8711,2.7172
459,292.15060000000005,3.2262,5.2734,7.6914,2.7831
460,292.30300000000005,3.0231,5.2617,6.7734,2.8054
461,292.45540000000005,3.4563,5.3984,4.2656,2.8042
462,292.60780000000005,3.1444,6.5,2.7285,2.7826
463,292.76020000000005,3.134,5.7969,2.0254,2.6483
464,292.91260000000005,3.139,4.3438,1.7881,2.3404
465,293.06500000000005,3.5169,4.1797,1.8496,2.2426
466,293.21740000000005,3.2566,4.1406,2.1602,2.219
467,293.36980000000005,3.1103,4.125,2.6914,2.2649
468,293.52220000000005,3.4484,4.1211,3.3027,2.2352
469,293.67460000000005,3.7853,4.1211,3.7813,2.2654
470,293.82700000000006,4.5563,4.0469,4.1055,2.3019
471,293.97940000000006,4.0928,3.8145,4.4805,2.4377
472,294.13180000000006,3.943,5.0586,5.0234,2.4547
473,294.28420000000006,2.9727,5.3555,5.6328,2.5296
474,294.43660000000006,4.0384,5.3242,6.0625,2.5742
475,294.58900000000006,4.3403,5.457,6.0977,2.7717
476,294.74140000000006,4.5023,5.6602,5.6445,2.965
483,295.80820000000006,3.4341,3.8203,4.2305,2.6501
484,295.96060000000006,3.1809,3.7051,4.4219,2.412
485,296.11300000000006,2.9077,3.7754,4.2695,2.2288
486,296.26540000000006,3.2612,3.7148,3.877,2.3001
487,296.41780000000006,3.1904,3.7109,3.4297,2.3857
488,296.57020000000006,3.6219,3.7773,3.0586,2.5244
489,296.72260000000006,3.185,3.8438,2.8086,2.7822
490,296.87500000000006,3.2936,3.8887,2.6855,2.9413
491,297.02740000000006,3.8686,3.8828,2.7266,2.9895
492,297.17980000000006,4.0798,3.7793,3.0117,2.9227
493,297.33220000000006,4.6825,5.4961,3.5938,2.7655
494,297.48460000000006,3.9703,5.0938,4.3906,2.9569
498,298.09420000000006,3.688,3.6797,3.5,2.2317
499,298.24660000000006,2.8667,3.7227,2.7676,1.7832
500,298.39900000000006,3.8751,3.5996,2.4219,1.6294
501,298.55140000000006,3.6119,3.5527,2.4375,1.7576
502,298.70380000000006,4.3189,3.5215,2.873,1.952
503,298.85620000000006,3.3888,3.0918,3.7832,2.1021
504,299.00860000000006,3.3813,3.1602,4.8008,2.1214
505,299.16100000000006,3.7827,3.5645,5.1016,2.0045
506,299.31340000000006,3.6691,3.6855,4.8047,1.8778
507,299.46580000000006,3.7819,3.9551,4.5742,1.9413
508,299.61820000000006,3.5358,4.5977,4.7227,2.0167
509,299.77060000000006,4.1477,4.8984,5.2305,2.1103
510,299.92300000000006,4.5227,5.0,5.4766,2.2556
511,300.07540000000006,4.8789,5.1211,4.8438,2.3873
512,300.22780000000006,4.652,5.1719,3.9316,2.7401
513,300.38020000000006,4.6961,4.9961,3.3887,2.8663
