,depth,gr,d_res,s_res,den,vp
753,114.75720000000001,31.3645,0.6255,0.6675,1.3586,1.5713
754,114.90960000000001,35.1729,0.6251,0.6683,1.3586,1.5671
755,115.06200000000001,33.389,0.6243,0.6681,1.3634,1.5699
756,115.21440000000001,26.5729,0.6231,0.6677,1.3759,1.5691
757,115.36680000000001,25.058,0.6216,0.667,1.3932,1.5646
758,115.51920000000001,26.1756,0.6204,0.6659,1.4024,1.5635
759,115.67160000000001,24.9381,0.6206,0.6647,1.3986,1.5628
760,115.82400000000001,20.4545,0.6221,0.6634,1.3936,1.5607
761,115.97640000000001,17.7102,0.6225,0.6621,1.3809,1.5628
762,116.12880000000001,17.2496,0.6217,0.6604,1.3767,1.5615
763,116.28120000000001,19.0484,0.6186,0.659,1.3752,1.5629
764,116.43360000000001,19.1173,0.6158,0.6577,1.3743,1.5625
765,116.58600000000001,19.2053,0.6147,0.6559,1.3737,1.5623
766,116.73840000000001,20.0219,0.6157,0.654,1.3708,1.5644
767,116.89080000000001,21.3415,0.6181,0.653,1.367,1.5663
768,117.04320000000001,20.2012,0.6205,0.6538,1.3651,1.5658
769,117.1956,19.2289,0.6199,0.6564,1.3534,1.5649
770,117.348,18.3245,0.6152,0.6594,1.3586,1.5662
771,117.5004,20.4851,0.6151,0.6608,1.3593,1.5641
772,117.6528,20.3622,0.6162,0.6605,1.364,1.5651
773,117.8052,19.8314,0.6159,0.6588,1.3609,1.5634
774,117.9576,19.3106,0.6144,0.6567,1.3532,1.5675
775,118.11,19.57,0.6134,0.655,1.3519,1.5726
776,118.2624,18.4207,0.6137,0.6544,1.3604,1.5736
777,118.4148,16.592,0.6134,0.6549,1.3667,1.5736
778,118.5672,15.4204,0.6146,0.6571,1.3702,1.5736
779,118.7196,17.2251,0.6163,0.6608,1.3637,1.5736
780,118.872,19.2714,0.6167,0.665,1.3591,1.5696
781,119.0244,20.7408,0.617,0.6681,1.3579,1.5676
782,119.1768,19.895,0.6176,0.669,1.3593,1.5684
783,119.3292,17.9731,0.6192,0.6668,1.3636,1.5692
784,119.4816,16.3371,0.6224,0.662,1.3715,1.5682
785,119.634,15.5612,0.626,0.6576,1.3786,1.5673
786,119.7864,15.1485,0.6264,0.6563,1.378,1.568
787,119.9388,15.0639,0.6253,0.6603,1.3832,1.5687
788,120.0912,15.6519,0.6247,0.6673,1.382,1.5747
789,120.2436,16.6675,0.6268,0.6753,1.3861,1.576
790,120.396,17.0329,0.6304,0.6814,1.3893,1.5765
791,120.5484,16.092,0.6333,0.6836,1.3869,1.5768
792,120.7008,14.4671,0.6343,0.6816,1.3819,1.579
793,120.8532,14.1739,0.6343,0.6772,1.3756,1.583
794,121.0056,15.0754,0.6347,0.6721,1.3711,1.5808
795,121.158,16.413,0.6344,0.669,1.369,1.5715
796,121.3104,16.3613,0.6318,0.6681,1.3657,1.5745
797,121.4628,15.7592,0.63,0.6686,1.3635,1.5682
798,121.6152,16.2236,0.6308,0.6696,1.3683,1.5655
799,121.7676,17.6355,0.6323,0.6704,1.3759,1.5651
800,121.92,18.4889,0.6322,0.6704,1.3795,1.5661
801,122.0724,18.0676,0.6317,0.6704,1.3809,1.5685
